"","cor w cell mixing","residual SD from cell mixing"
"LILRB4",0.984623319768252,0.255613919151893
"TRAF3",0.88894998884993,0.264669326762275
"MAP2K1",0.752289844669711,0.315042024438958
"SIRPB2",0.914373403184803,0.256620015171181
"CPSF7",0.921401084948132,0.209174410768009
"APOL6",0.912191932902653,0.306080251105842
"CHEK1",0.766800875767018,0.337150866866196
"AMH",0.733225646683006,0.305659602096579
"AURKB",0.76741460683035,0.383403409119042
"CCNB1",0.756917163230473,0.466357114214133
"TLR1",0.97806482315094,0.237474891708646
"CD9",0.713904390611649,0.360565286183534
"MCM7",0.747141673587928,0.489281881928595
"GADD45B",0.675866766532297,0.390839996758343
"E2F3",0.86441592520015,0.228724950740158
"C2",0.949677566025551,0.287414671889462
"SKP1",0.896049786295961,0.251239098965805
"COL17A1",0.859854370926761,0.290882627037025
"HMGB1",0.920277865017617,0.304179352347388
"PIK3R1",0.969676220469102,0.173909949336083
"ITPK1",0.793366861805643,0.354135636077138
"SMO",0.73093468863956,0.304383756552577
"PLAU",0.508675905596551,0.667084255358211
"BDNF",0.808207231992243,0.261944999300103
"ITGA8",0.924401620597088,0.26512845595162
"ITGA3",0.768910519691808,0.547193746197008
"PAX5",0.976476370992738,0.274488917752304
"CPA3",0.861465553496701,0.251036148349844
"SSX4",0.826114451435593,0.303302494849867
"PRC1",0.740554113133887,0.354907006394936
"C1QB",0.975123557756008,0.249742508424357
"ABCB1",0.868204169608201,0.285269595470381
"ILF3",0.800355422509147,0.343682284054567
"LEFTY1",0.842965458268895,0.282251499053302
"PNMA1",0.796196805660481,0.340153378154633
"FSTL3",0.5636341516061,0.458409976251757
"CD209",0.809296191260899,0.340803890804279
"MLPH",0.711275902288546,0.399119534461546
"TRBC1/2",0.957057184928077,0.425429773576427
"HLA-C",0.992381917237291,0.227178664775712
"C1QA",0.993795407919402,0.294996996426206
"TYK2",0.920988035867791,0.221284599936594
"REL",0.958317235672498,0.244313587027893
"AXL",0.716479756939429,0.53265048513096
"MAGEA1",0.808486412357475,0.261051738832576
"PSMB5",0.82545063758753,0.384441395396085
"TSC1",0.771141071854783,0.313244210162326
"LAIR2",0.90948629535164,0.254312945408961
"OPN3",0.908205323908271,0.224583435112452
"NDUFS7",0.817397921785946,0.33077726606599
"WNT10A",0.893391987410609,0.308793152618036
"PDCD1LG2",0.911500016040034,0.252770002594283
"CALML3",0.817286333101064,0.267889225340006
"ATR",0.889066197542625,0.245640102315922
"PPL",0.89042391277265,0.233763230310024
"PPP2R1A",0.794375434830739,0.336507253561989
"FYN",0.930278083516355,0.27117324780657
"LTF",0.991336128001029,0.247588393895751
"GRIN2A",0.848337600067227,0.28886105077961
"CDC25A",0.629371381142586,0.442390412581554
"ZAP70",0.992091690877292,0.240087705733573
"LAG3",0.93773870377889,0.249707856389051
"NUP107",0.789009942290892,0.299871067081136
"PLCB4",0.617358610314656,0.413418752122945
"CCL28",0.847291502413939,0.30910242405654
"ZIC2",0.895434987779393,0.279252022411628
"SERPINH1",0.83329375160719,0.287084965930528
"COL5A2",0.904162844965735,0.241164449523411
"KIR2DL1",0.865764599768385,0.259706561597774
"CNOT2",0.892084129770935,0.222083104249929
"ROBO4",0.836112444279786,0.310332809814405
"MMP7",0.849415391388895,0.291859731491891
"DAB2",0.95751744693445,0.173726711260947
"FOXC1",0.846208353341792,0.251942746561332
"CYP19A1",0.825186148562048,0.300040388439078
"SLC16A2",0.702409396140556,0.310548434530144
"TIRAP",0.880632592468038,0.257134117551887
"GZMH",0.864358849589877,0.26369794350334
"CXXC5",0.952974890579763,0.275060669401417
"GPT",0.889092061061116,0.261962164801503
"ZNF205",0.813290407017783,0.260764123514997
"PLA2G3",0.837814673552162,0.272336134464208
"ZBTB32",0.849704735727968,0.309681359070858
"IL1RN",0.878660313027692,0.301922453152919
"KITLG",0.777184275547283,0.333595600721875
"KBTBD8",0.905783764829644,0.293796933102155
"HPGD",0.959547853622883,0.244332903522513
"CREB5",0.747663075036076,0.345448215078041
"IL23R",0.861158892138206,0.269706838618998
"RAD51",0.800273791981644,0.295350951123012
"REPS1",0.873273309026255,0.231464988111839
"TXN2",0.875017416135693,0.274429609192963
"XCL2",0.949681510893623,0.243274706067738
"LAMA1",0.813708709514361,0.279271322346058
"PRM1",0.824548648263823,0.313883200416361
"RORA",0.938793518719736,0.273393977305023
"IL2",0.831133885089722,0.296413884353678
"KIR2DS3",0.823119759622618,0.293717515519513
"SPP1",0.889862158246109,0.264602742335944
"NSD1",0.932446913410637,0.238601882291765
"EPCAM",0.816172815727023,0.292576392235949
"MTOR",0.885663208858963,0.266649147326244
"SYCP1",0.814365526361367,0.293122646362406
"MASP1",0.925807491928488,0.231654487875996
"TSLP",0.850957341701115,0.28695549627694
"NEFL",0.666660535496974,0.364337680518861
"CSF2",0.177481044752527,0.810443812533494
"CD1E",0.900959270015381,0.27034637215068
"PVR",0.642958438460302,0.449817453187986
"C8A",0.826933107984129,0.276183557596562
"KRT6B",0.794499053738787,0.34940559935373
"RGMB",0.781034311577787,0.288824855217136
"IFNA7",0.79376066520597,0.357734752153008
"FGF18",0.87077801910912,0.25310090863972
"DIPK2B",0.886970038554937,0.24432353554909
"PFKM",0.757234692274072,0.336210333496023
"FAS",0.956893095616648,0.229499581211677
"GLI1",0.838378591009668,0.288919446767009
"RRAS2",0.820059439355503,0.278438363038248
"MLLT3",0.864791258102675,0.269056109991339
"MAP3K8",0.947616254821538,0.271377448664929
"LAMC3",0.83451054081589,0.31288944353343
"ELOB",0.784536554436296,0.35377610922966
"VCAM1",0.993461776013614,0.226674858913836
"TPM4",0.781197818048914,0.392110340950387
"CREBBP",0.962034818093922,0.20196973193275
"IKBKE",0.949033896643702,0.257199608976013
"NCR1",0.786490499797969,0.345643134274167
"PVRIG",0.967383424534027,0.205673116808948
"IL9",0.801519781793678,0.327134099752617
"ITGAX",0.994444633915232,0.22100153805366
"JUNB",0.755601698137312,0.408940449440955
"DTX4",0.920627799400443,0.244825124898168
"SMPD3",0.900823860592922,0.235129333980641
"FCGR2B",0.950361633958512,0.286979783760375
"SERPINB5",0.872929931210353,0.259906620679938
"ADM",0.0925141252521586,1.02207631127082
"TLR3",0.879565174823491,0.291531377480246
"OAS3",0.802097065100663,0.321424685983054
"FLG",0.875760866480993,0.288217593705988
"GZMB",0.973011230558792,0.236486570758183
"ZEB1",0.863763562014607,0.247902621736361
"SERINC2",0.787138605710712,0.302194066624715
"CD79B",0.976493888991351,0.295025807655464
"NDUFA12",0.798412840132738,0.358662259232134
"TRGC1/2",0.888302010167236,0.240241749172559
"GATA3",0.901814931024655,0.234357963315671
"IL21",0.854495583752497,0.329350180286032
"EGFR",0.737403249736018,0.361267271513837
"MUTYH",0.875056093800559,0.260127434203582
"BRD7",0.870466149951743,0.219646687796745
"CREB3L3",0.764042830948383,0.32417918012123
"PLA2G4F",0.830329302491915,0.306950379704439
"GZMK",0.96634440819972,0.30232796981633
"TMEFF2",0.771881835958536,0.269115146238281
"ASL",0.744921912141534,0.321187617520208
"FOXJ1",0.782513183531067,0.299370584667466
"FCRL2",0.990146978093966,0.239970664930445
"CREB3L4",0.84687446414194,0.253117626870793
"PECAM1",0.991138208670681,0.277141432578755
"PRKCD",0.910576480664569,0.256774490793426
"PGM2",0.817706714355276,0.281896286404589
"COX5B",0.763026449792798,0.323434561646456
"CFP",0.912445689919739,0.285063197925718
"PRKAA2",0.806036998252021,0.278729238200803
"PALMD",0.866417500522583,0.281131885340383
"FCN1",0.860867064783881,0.284189320611221
"C1QBP",0.767761676912584,0.450360391298942
"IDO1",0.956421891699751,0.261454826919051
"FZD1",0.81330236314886,0.260411838923674
"BAGE",0.860691517138648,0.223333898486434
"COL2A1",0.825704711385209,0.28190496148584
"GBP2",0.89083728623845,0.282428462589733
"CD80",0.952450866543685,0.266186240999671
"MMP9",0.987194408829198,0.499076600028227
"VHL",0.870176581871024,0.282284915471807
"FLNC",0.640487720196837,0.599055044635603
"DUSP2",0.962838059458927,0.252846713527821
"ITGB6",0.822080935820603,0.296242751839815
"HNF1A",0.82818968948822,0.278095055008702
"RELB",0.865745007740095,0.324259302714583
"UBB",0.755987763896145,0.412435398800299
"ATRX",0.817040819425597,0.246599989134228
"HAMP",0.768100518488728,0.327084937384308
"CD4",0.996448029410188,0.246700933622661
"TOX",0.901051492681322,0.247855786636286
"CAMK2B",0.769166038936547,0.316385953138675
"IBSP",0.832121563451578,0.28115576968489
"CXCL1",0.38341486093247,0.617671133576626
"TWF1",0.756431171743791,0.383295691892369
"IFNGR2",0.88944058274198,0.344332444707336
"B2M",0.989139613720799,0.323258253629326
"ETS2",0.619480554524622,0.444198701996981
"LILRB3",0.751642332744641,0.376725379265865
"TNFSF11",0.907642578857204,0.290620788177138
"CDKN1A",0.843340610769917,0.357767051469673
"ITGB2",0.999004758596145,0.208762345012919
"CD99",0.758080626695912,0.339124014949558
"MERTK",0.929097653062246,0.246824022051333
"VEGFA",0.0782591263583949,1.09181581476676
"LRP1",0.68677195453538,0.347499774900548
"ADH6",0.867741053230902,0.281219513669754
"HELLS",0.81734544960408,0.385068671291359
"CD97",0.917915013067511,0.213299996442162
"CDKN2B",0.824285218941769,0.303987880990543
"TRAT1",0.955178872205033,0.266927036413978
"EIF2AK2",0.807736803331089,0.284095496856451
"CDKN1C",0.908999337228454,0.260016873740406
"KDM5C",0.924857837958055,0.241772597075068
"PSMB2",0.852963773017719,0.327420996519363
"THBD",0.923901586761911,0.249295407576815
"TLR8",0.858093247054979,0.323495284473334
"RASGRP1",0.962601452012524,0.271557864900962
"FLNB",0.616316184693957,0.429346721038111
"SPRED1",0.744197473459275,0.333001666550231
"ALDOA",0.702871510006673,0.419506478546364
"RUNX1T1",0.891702119946502,0.258386202544772
"LAMP3",0.955666215811076,0.258424068792633
"PRF1",0.929481863670249,0.283009201573009
"MSRB2",0.832597317238075,0.281816975730669
"RAD52",0.85533853131955,0.238548871333277
"APOA2",0.854951676624904,0.284579452469034
"CEACAM3",0.814358065916879,0.333992690894521
"PSMB7",0.765943122746508,0.43183027063636
"ROR2",0.863383977847893,0.302725449371664
"NLRC5",0.983380330537956,0.246724952469933
"ASPA",0.845267041733622,0.316321196285195
"CLEC6A",0.822486274585587,0.305481843365341
"HOXA10",0.757253428263651,0.272695341968757
"PTCRA",0.848364041620466,0.269571440765941
"SIRPA",0.913121226902164,0.24397261225406
"ITGA2B",0.81796204526309,0.330702902758869
"KLRF1",0.84584617180005,0.291591976319277
"DUSP4",0.784859895803135,0.293780578017395
"IL7R",0.961555311924733,0.269668608804504
"TAF3",0.890148009320348,0.235664379452493
"MAPK8IP2",0.865458935022893,0.295747717140781
"C4A/B",0.924904501250748,0.287136006205597
"SIGLEC5",0.881056173937449,0.283410007425256
"ITCH",0.90198373676142,0.201445958011753
"HLA-DMA",0.998439496599665,0.219058467443766
"SLAMF6",0.9920422060242,0.240637278261951
"CCL23",0.800881790852192,0.328719504656375
"HHEX",0.977519229330768,0.178026027984538
"CDH11",0.887718311515707,0.251349566369561
"IFI27",0.862714070826579,0.413650800376442
"JAK1",0.955640192237401,0.221852828774739
"COLEC12",0.954767902188991,0.266851224981832
"DPP4",0.92552284428173,0.255092023413349
"GPR160",0.911385465163207,0.277499977413272
"PRKX",0.905278289149391,0.294861197625001
"IL16",0.976359484569358,0.273164462173602
"PRKDC",0.83045695236416,0.365446609973585
"NANOG",0.865393638398028,0.207287836958089
"IER3",0.426748627339608,0.589047121078579
"ITGA6",0.905537157467296,0.256729882913075
"DUSP1",0.862471333843547,0.610660294054719
"CALML6",0.832469580188726,0.318349305399851
"CCNA1",0.858097911467122,0.281180633028324
"MS4A1",0.990707035920061,0.221885790930052
"CLEC4E",0.863713092155536,0.274340553015683
"PSMB8",0.921851519706392,0.322863028825979
"PDZK1IP1",0.855993344925639,0.283821363628498
"SELENOK",0.809249270012875,0.297572803425361
"PSAT1",0.715178743130234,0.533010212645919
"GNGT1",0.841808947414852,0.307255052802328
"COL24A1",0.85084537340038,0.274558142537314
"NBN",0.879706590821013,0.259217817240885
"NDUFA7",0.822012199670876,0.310120729138964
"BAIAP3",0.884370809154029,0.283776900906231
"IL20RB",0.857811511213226,0.25930829086504
"APC",0.920407879416853,0.219055408307484
"PPP2R2C",0.884159398570246,0.286251884396861
"PTPRC",0.994396625420194,0.289480637606371
"MAVS",0.892675300703989,0.231153393607111
"HLA-DPA1",0.996922530292923,0.241227777789064
"PSEN1",0.86446543258116,0.231993548268317
"PCNA",0.728996040832863,0.589947849355586
"SPOP",0.824738042402206,0.318531054617105
"CD40LG",0.930669176706568,0.233370106339732
"CCL18",0.997155590385584,0.266016205086559
"NR4A1",0.867520108036182,0.246615837816439
"IL22",0.837866459708165,0.271385259386153
"MAGEC1",0.581152713605384,0.478295250041414
"TNFRSF1B",0.991442907476817,0.283564736151948
"ERG",0.907739541840541,0.255260786239419
"NOS1",0.855616230205507,0.264300569119202
"CDKN2D",0.894787719803307,0.25596837412935
"CEBPE",0.84823915933354,0.270001670761245
"LOXL2",0.604433302587532,0.506164509509127
"HEY1",0.855596586330043,0.294790784779488
"HDAC6",0.921076554283165,0.206463841422129
"E2F4",0.761698219245508,0.363264410316728
"DUSP10",0.932953134855633,0.267763470874873
"CRP",0.839166869088925,0.315525215441513
"IFNL1",0.870004905326738,0.266680771061702
"LAMB3",0.343879631384166,0.760792001815028
"BIRC5",0.771226470510739,0.486170826259249
"SIRT4",0.83972095615043,0.270082817229365
"IFITM1",0.918165896036708,0.336980456387696
"AQP9",0.785081336235513,0.324710530442561
"MYCT1",0.737493874907508,0.332964867776364
"BRIP1",0.71743738882131,0.337551415935946
"RPS27A",0.849382169804045,0.293740374248272
"CARD9",0.860843640592793,0.288546323462413
"SMAD9",0.948941043038093,0.251634724972326
"HSP90B1",0.826404401773157,0.317207984103787
"FZD7",0.892281261932439,0.244670922344706
"MAP3K13",0.817316158476998,0.269563768823653
"GADD45G",0.905858917670732,0.274687390377147
"VCAN",0.789877768356669,0.360237777008206
"CCNA2",0.78672379847946,0.442260101066032
"BMP8A",0.889568716000819,0.266680918319191
"CDC25B",0.904264816116648,0.316204520245095
"IRAK4",0.945799467278469,0.213198988887992
"TPM1",0.678951978174612,0.415835857599896
"RPS6KA6",0.77972784527334,0.291417961268287
"CTSL",0.78203927574315,0.333912098400745
"CEACAM6",0.791918026673279,0.282010648056924
"SLC11A1",0.862507456309804,0.264426297924465
"RUNX3",0.992450156600353,0.229482127570122
"STAG2",0.754741335889589,0.341878981824113
"PLA2G6",0.944564183695139,0.262565806937141
"PPP3R2",0.835020812167483,0.274759282314164
"KRAS",0.926336931989451,0.199037736489588
"ERCC6",0.886869376302245,0.242567109940879
"FCGR3B",0.883787744761239,0.276684260122976
"ALKBH2",0.792331755318322,0.2761072026079
"PLCG2",0.997774379918075,0.261993078062986
"NCAM1",0.843292516913435,0.243893739138802
"GSK3B",0.939496033251261,0.213961385039267
"POLD4",0.934332730185811,0.233860167817479
"NF2",0.776357978111207,0.376798747831296
"FCGR2A",0.884639176645387,0.284138291077938
"CIC",0.84419459263295,0.249745036373273
"SLC16A1",0.754793619541946,0.322791456245944
"USP9Y",0.937310552723456,0.316984338161614
"CD24",0.99476678624961,0.255882584097799
"VTCN1",0.829724139609425,0.274099213301091
"HCK",0.97116614535687,0.25671745485431
"AKT1",0.801427800191445,0.404376168941148
"PIN1",0.782143270405635,0.360676823877733
"AKR1C4",0.838381873737453,0.294930511489139
"SYT17",0.880846951192351,0.283042266444228
"NKX2-1",0.751924527622688,0.331177197831017
"RAD21",0.905077822859819,0.280762118990503
"IGF1R",0.783643890189302,0.314704652663225
"CD207",0.884378931564649,0.274489804609068
"CTLA4",0.976361226978405,0.223670682298315
"COX6B1",0.827387675145268,0.298464480117771
"TIGIT",0.969496490831548,0.219275516760005
"EIF2B4",0.80997540088,0.261174584115465
"SOX10",0.844967953858417,0.331534090870682
"DACH2",0.802784170420026,0.290992793446808
"UQCRQ",0.80995320406959,0.288841900085293
"FPR3",0.936621629705294,0.295190633169206
"WT1",0.817958195850701,0.260280632416533
"CLECL1",0.946936742360481,0.27796793140498
"SLC25A1",0.836450389678579,0.260682123015332
"HSPA1A",0.0457265301946283,0.929463677374822
"ATM",0.988047821842372,0.161185192188096
"TIAM1",0.872858553375009,0.237528981248594
"CAPN2",0.809718873401429,0.360420114215977
"LRP5",0.834871519225866,0.225744173991663
"MAPK8IP1",0.838355517702681,0.316702062228865
"PPARGC1B",0.864458357224627,0.282223772972116
"CD3E",0.99474249849398,0.264785764881939
"ARID1B",0.929957547808383,0.240689232827017
"CDC6",0.821208905369769,0.319972430475672
"CEBPA",0.937545080564801,0.250014866706012
"WNT4",0.846132885281411,0.306902519079444
"MAPK12",0.690794207909971,0.355892603026402
"LAMP1",0.935526717115267,0.24038357013535
"PNOC",0.947614636833197,0.258914133400949
"NTRK2",0.793636612614293,0.301081656644464
"FGF2",0.841545818306876,0.256521844742791
"RELA",0.799452696046437,0.269828030597401
"TWIST2",0.793348724207398,0.303115438491494
"KIR2DS2",0.83182535639662,0.317661845347569
"FBXW7",0.952505433940962,0.215290576403077
"IL6",0.772964540833804,0.324968433812174
"H3C10",0.775164289398399,0.839026315587527
"CSF3R",0.942765333771865,0.211527249610083
"MTF1",0.901599110279889,0.213440384592254
"C1S",0.99323597032471,0.263951032830988
"EPHA2",0.829585276170067,0.331400263065043
"NGFR",0.766712551395676,0.298817099074768
"ENDOG",0.76661800372534,0.32025173198097
"CEBPB",0.753792941755348,0.313537723787111
"SPRY4",0.634996808336077,0.399315846328353
"CYP8B1",0.813309088257958,0.2742843785503
"NOS3",0.859371761690619,0.265632875263538
"PROM1",0.812441010311524,0.359285087114098
"HLA-DPB1",0.936279415108644,0.252563844693294
"LYN",0.99538305527464,0.234245288171801
"MAPK9",0.83347070038275,0.294411043512085
"CDC14B",0.820700317640016,0.249536608880967
"WNT2",0.839262270907322,0.276765590688827
"NDUFA13",0.817898050315036,0.357862296040988
"FGF9",0.883148417283343,0.284318109356818
"ADH1C",0.967948185431442,0.226534317869377
"LAIR1",0.97598407127114,0.235075486772065
"PFKFB3",0.487357272213218,0.540854717806718
"ACVR1C",0.860706941864417,0.319814320385878
"COX6A1",0.749050138251235,0.353167488498753
"MYCN",0.84935313520728,0.292295415989959
"TNFRSF25",0.937944683719384,0.235358324771035
"SUV39H2",0.83140281551927,0.252374824543602
"PRL",0.840259938483853,0.271912171654594
"RIMKLA",0.826557376230816,0.29162830779416
"NFKBIA",0.830874442709336,0.384400425763462
"SPACA3",0.87722977898581,0.292294155350225
"ERCC2",0.725808211234026,0.319905109222601
"APOM",0.869023210570627,0.272629185526695
"NAALAD2",0.821667498140529,0.251671791334028
"ERCC3",0.892840112679408,0.233465865282024
"IL6R",0.972399939259158,0.224598564316356
"TCF3",0.894370131898766,0.232978397143506
"TGFBR2",0.936146586646494,0.282341609722581
"CD63",0.805064436559659,0.379219700865037
"NRAS",0.851157259543568,0.269684896490036
"CCND1",0.769623918851367,0.455636225262515
"MIB1",0.854216714402536,0.250576218113747
"PLCB1",0.850893250771705,0.294371647725805
"TFDP1",0.871423432844791,0.272083062839404
"TFRC",0.859331140758129,0.284768423876623
"PLA2G2A",0.848615306136105,0.311423474834738
"MDC1",0.871508289983077,0.236270363440977
"FLT1",0.904742012263755,0.281613424181068
"H3-3A",0.946888570521688,0.335535016873288
"NCF4",0.992575209348592,0.253603173444324
"POLD1",0.76328216907903,0.317025796019289
"PARP9",0.941272558205261,0.24895209815304
"DGLUCY",0.860207351202831,0.247633725829944
"CCL3",0.878413071809818,0.263285143013887
"KLRD1",0.922363135908352,0.232226440000746
"EZH2",0.760245240373543,0.339461491657815
"FEZ1",0.81508447231711,0.269661981141406
"KEAP1",0.818123713729891,0.295343335176178
"FCGR3A",0.893702512551652,0.276350929779455
"CD86",0.940541186863854,0.296872565182298
"MNX1",0.852539484847654,0.278312548122571
"LY9",0.983314095220442,0.265759922978895
"TOP2A",0.826829827442636,0.431328881286654
"TLR9",0.929585269440892,0.331607571614498
"RNF43",0.752406446056014,0.282115765595061
"WNT2B",0.848167962488906,0.277121755818696
"GUSB",0.831443443693864,0.26897720197003
"CLEC5A",0.831964424270745,0.268804966363518
"LY96",0.914580403010677,0.251299561170677
"IL1R2",0.906668120222601,0.291698722959822
"CD59",0.71011757123838,0.357522640622435
"MAP2K6",0.829728719078419,0.30168257460222
"POLE2",0.794449627031346,0.30835368072239
"DTX3L",0.913457662482633,0.259389352760738
"IRAK2",0.64234282673848,0.435436944897457
"ADORA2A",0.743243046067058,0.440060709772561
"MLANA",0.848501554289284,0.305602637035392
"GLUD1",0.871660333433565,0.234023086541802
"LAMA3",0.843176330495216,0.239653081710439
"PSMB10",0.930336065601643,0.290037492825821
"CTAGE1",0.844930802087902,0.287457880181895
"MMP1",0.0343135743635816,1.18537884392381
"GTF2H3",0.859272919081883,0.263605265688009
"GADD45A",0.566535269306078,0.434881204389068
"CD22",0.996147350203744,0.269114796397293
"SAMD9",0.788557606200846,0.286525702365296
"CBLC",0.712311542282575,0.368913439707868
"GZMA",0.954629264367823,0.243980916263556
"IL12RB1",0.88295656275061,0.268031704447238
"SMAD3",0.842635748194389,0.265932077182614
"DUSP5",0.643893444149223,0.396980053643884
"HMGA1",0.588224838245697,0.489833096868303
"PLK1",0.757627142624554,0.461461893745194
"PKP3",0.773319415772886,0.28861763433762
"RPLP0",0.760966603331239,0.366949655216668
"OSM",0.830951030889444,0.315380325746714
"CR1",0.994176987886408,0.278846059122336
"TAPBP",0.984946089373219,0.16787083868618
"GATA2",0.880242873226921,0.248071527375887
"CD69",0.97298943902675,0.244786734919057
"TLX1",0.86592397305402,0.28251607969128
"TMEM163",0.948696719036549,0.247846145076484
"CEACAM8",0.810709932953462,0.325157259807106
"PLAUR",0.592398249656158,0.655832678054728
"ACTB",0.765196292176968,0.446113444794499
"NGF",0.834817829083277,0.294379100521649
"FOSL1",0.603994933931925,0.552724950055646
"BLVRA",0.766305628125097,0.301182710380878
"CYFIP2",0.991512879455842,0.293589800019011
"H3-5",0.785452771378517,0.324444426562894
"ELANE",0.755437802855818,0.347550570777459
"NSD3",0.72817342985326,0.355130819728026
"ST6GAL1",0.997150095226935,0.244816090989125
"AKT2",0.86161860748434,0.254626833822664
"IFI6",0.708803574207755,0.395216633139753
"SYK",0.991884969277719,0.241260905553983
"CACNA2D4",0.866807790236631,0.292456482996637
"IL17RB",0.785499959831988,0.329396607541962
"KIT",0.905900971263838,0.273202300302526
"C5",0.824663056729327,0.270031570871031
"FST",0.613132454896015,0.442847005064729
"IFITM2",0.814891608977768,0.304880992048714
"NDUFB11",0.850642207538866,0.247493342383301
"TAPBPL",0.95367000612466,0.211699968922788
"ANGPT1",0.848115761301648,0.331948118208461
"TREM2",0.84012007709979,0.300844696585767
"RPS6KB1",0.855696510937555,0.254696397807742
"ITGB1",0.789443780005562,0.386648231261821
"TNFRSF13B",0.987055394450749,0.226995476739568
"CD28",0.963531552557118,0.237695586304867
"HLA-G",0.881068214182488,0.265714017985122
"IL22RA2",0.886132071742789,0.286431137980705
"IL1RL1",0.86858506453967,0.277727074172723
"CHEK2",0.857446052673356,0.245167440601333
"PLA2G4E",0.817588716206711,0.300485334572993
"TRAF7",0.854729350783753,0.273900778040743
"HLA-DQA2",0.978359678892088,0.302208478180714
"IL3",0.845485235914756,0.317861111311223
"S100B",0.944774673158053,0.250649872159715
"BLK",0.995348920024734,0.235604547720056
"ERBB2",0.818164111697178,0.249502601713388
"IFNL2",0.829459341460538,0.277548946131498
"GNAS",0.768877025773486,0.385089796484083
"SOS1",0.92954522640997,0.192431482082343
"IL2RA",0.960309953712592,0.248650884514035
"HLA-DQA1",0.998125407606626,0.240695972112031
"EYA1",0.72237320275281,0.33306375569147
"MAPK14",0.908749681105318,0.215516105260047
"CDC7",0.801877990445624,0.311459662474026
"COL1A1",0.863024199312007,0.543395327356914
"SELL",0.998907531763533,0.237182815993499
"GTF3C1",0.86179545693671,0.235421147444532
"CST2",0.715159581743194,0.350074516401058
"KLRC2",0.886287215828423,0.259841745655181
"HIF1A",0.86651561391033,0.358400770440787
"FOXO4",0.799481005835095,0.26649435651465
"GPSM3",0.993508586592303,0.223840482755233
"SHC3",0.803114185936772,0.276811142668129
"NFKBIE",0.920791728200193,0.255129422938268
"CD70",0.822610128029903,0.289976153090707
"IL4R",0.971346995584726,0.24852927094268
"PRKCG",0.873894117848244,0.23593549738607
"OAZ1",0.790715457132826,0.406500734664562
"BAG1",0.87043716476163,0.279407839691416
"SP1",0.938624516404842,0.210146029257524
"OAS2",0.897181048538928,0.290310951281282
"TANK",0.946074193218009,0.255790291317775
"FOXA1",0.848647515646275,0.254756294333417
"ADGRE1",0.820553215096441,0.3115329384306
"FZD3",0.774248277727331,0.280140425200243
"INPP5D",0.997821991530116,0.233962720042003
"TPO",0.855920404635341,0.27498398214778
"PRUNE1",0.907653125972076,0.206872256535832
"SOCS1",0.95767796236634,0.265767898309903
"FEN1",0.793702371189024,0.389470064960519
"CD47",0.933071839773985,0.240636935694581
"GLUL",0.851835491050708,0.309368572653219
"CD8A",0.967230486449108,0.261469242986419
"MLF1",0.695208187162991,0.328013682768402
"MIF",0.699738420118885,0.44647104984168
"PPARG",0.78366318523522,0.307903928210894
"FZD10",0.815020536552704,0.305493806865621
"MFNG",0.986915660168012,0.232570176127321
"PLA1A",0.927773327876301,0.283030396437286
"CREB1",0.946834221739205,0.213205985546179
"WNT5B",0.803157062668264,0.297375677392092
"CCL20",0.88912833246106,0.294005721228377
"CD74",0.950576810147802,0.226039615560625
"IRS1",0.838474910247491,0.298126968802018
"GADL1",0.795566806354873,0.305874634714809
"CALML5",0.842379825161466,0.334862002298511
"TECR",0.829122730745708,0.391844754743349
"CCRL2",0.816853350943387,0.311370526992508
"TTR",0.878612025315614,0.268171532266717
"BATF3",0.847816567649976,0.255803920714477
"NDUFA4L2",0.879957519094314,0.250739676712437
"CEP55",0.81553980834977,0.308372065030059
"IL1R1",0.958370953964889,0.26556787409894
"AXIN1",0.896089080305487,0.235295011795304
"CACNA1H",0.875484866737119,0.270705975459238
"E2F1",0.749481155807454,0.347255751393273
"TAP2",0.922211722054017,0.294832586032571
"NFATC3",0.924725849494943,0.260976811764323
"HPRT1",0.723766702439973,0.417372109304521
"PRKCA",0.746225106513541,0.313000028744534
"CTNNB1",0.767063773018011,0.383370819157698
"JUP",0.945788438210575,0.305286900292247
"ME2",0.910801165419655,0.226624969975884
"IL10RA",0.994325310385945,0.28267859985975
